Data.File	Name	Acq..Date.Time	Pos.	Type	Vol.	Level	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Compound	Time	SD	Mean	Upper	Lower	Warning	Deviation
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.041	467	1.732	19.51	0	Amoxicilin	44	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.138044724770642
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.039	396	1.726	8.53	0	Amoxicilin	51	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0349770642201835
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.037	309	1.732	6.96	0	Amoxicilin	58	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.246989678899083
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.038	444	1.732	27.69	0	Amoxicilin	66	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0819954128440366
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.036	416	1.732	11.56	0	Amoxicilin	76	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0137614678899082
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.04	408	1.726	2.83	0	Amoxicilin	83	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.00573394495412849
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.037	395	1.732	24.95	0	Amoxicilin	90	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0374139908256881
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.038	441	1.732	15.63	0	Amoxicilin	98	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0746846330275229
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.039	420	1.732	5.78	0	Amoxicilin	108	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.0235091743119266
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.039	385	1.732	11.78	0	Amoxicilin	115	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.061783256880734
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.037	328	1.732	6.39	0	Amoxicilin	122	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.200688073394495
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.04	491	1.732	12.17	0	Amoxicilin	130	51.6199345898348	410.352941176471	512.941176470588	307.764705882353	No	0.196530963302752
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.037	186587	1.804	2095.33	204.6732	Alanine	2	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00304651139400912
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.037	181762	1.804	2741.45	198.1028	Alanine	12	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.0288269815367517
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.037	185444	1.804	528.22	203.1127	Alanine	19	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00915367768896348
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.038	185977	1.804	571.73	203.8398	Alanine	26	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00630580399236621
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.037	189445	1.804	892.1	208.5848	Alanine	34	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.0122240758946869
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.037	188181	1.804	1338.02	206.8534	Alanine	44	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00547039418268137
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.038	187741	1.804	1353.95	206.2513	Alanine	51	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00311942902976806
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.038	187048	1.804	2295.52	205.3034	Alanine	58	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.000583341086070405
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.038	187716	1.804	974.75	206.2171	Alanine	66	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00298585146426162
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.038	183287	1.804	4172.09	200.1743	Alanine	76	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.020678750040859
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.038	188767	1.804	272.18	207.6552	Alanine	83	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00860145231815228
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.038	190468	1.804	1242.43	209.9887	Alanine	90	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.0176900698752103
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.038	189324	1.804	3225.12	208.4187	Alanine	98	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.0115775604776357
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.038	186324	1.804	444.43	204.3138	Alanine	108	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00445174738313685
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.038	189512	1.804	2864.99	208.6765	Alanine	115	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.0125820637702441
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.038	187410	1.804	370.26	205.7985	Alanine	122	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00135086206246282
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.039	186679	1.804	12571.75	204.7984	Alanine	130	2242.58010546151	187157.176470588	233946.470588235	140367.882352941	No	0.00255494595294543
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.065	560643	1.817	36390.19	1.6617	Pyridoxamine	2	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0216849401413282
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.065	545537	1.817	26863.06	1.6145	Pyridoxamine	12	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.00584340268249176
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.066	567800	1.817	27547.49	1.6841	Pyridoxamine	19	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0347274629527991
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.066	557527	1.817	21833.73	1.652	Pyridoxamine	26	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.016006513275247
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.065	612034	1.817	49249.04	1.8227	Pyridoxamine	34	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.115337069497805
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.066	547546	1.817	19637.11	1.6208	Pyridoxamine	44	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.00218231167672886
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.066	549240	1.822	27812.52	1.6261	Pyridoxamine	51	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.000904740669593865
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.066	548324	1.822	31820.84	1.6232	Pyridoxamine	58	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.000764527305159153
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.066	547101	1.817	66076.54	1.6194	Pyridoxamine	66	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.00299325517974752
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.066	531323	1.817	24043.82	1.5702	Pyridoxamine	76	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0317462138103732
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.065	580535	1.817	22814.36	1.7239	Pyridoxamine	83	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0579350258987377
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.065	515486	1.817	65709.28	1.5209	Pyridoxamine	90	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0606066907930845
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.066	529636	1.817	49621.37	1.565	Pyridoxamine	98	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0348205097420417
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.067	530939	1.817	24074.81	1.569	Pyridoxamine	108	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.032445994271405
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.067	540276	1.817	73089.42	1.5981	Pyridoxamine	115	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.015430759467618
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.066	550106	1.817	32508.45	1.6288	Pyridoxamine	122	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0024828913968167
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.066	514587	1.817	32363.08	1.5181	Pyridoxamine	130	23644.4686082116	548743.529411765	685929.411764706	411557.647058823	No	0.0622449789036773
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.047	2673	1.907	47.9	1.3853	Threonine	2	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0499874560963371
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.046	2649	1.907	34.16	1.3724	Threonine	12	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0585173105870546
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.045	2606	1.907	24.59	1.3496	Threonine	19	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0737999665495902
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.046	2705	1.907	21.55	1.4019	Threonine	26	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0386143167753805
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.044	2665	1.907	9.08	1.3809	Threonine	34	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0528307409265763
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.048	2677	1.907	90.07	1.3872	Threonine	44	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0485658136812175
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.049	2730	1.907	104.55	1.4152	Threonine	51	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.029729051680883
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.05	2756	1.907	240.13	1.429	Threonine	58	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0204883759826057
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.048	2648	1.907	15.61	1.3718	Threonine	66	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0588727211908345
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.05	2595	1.907	34.7	1.3439	Threonine	76	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.077709483191169
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.057	3133	1.907	1350.84	1.628	Threonine	83	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.113501421642415
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.061	3255	1.907	260.72	1.6927	Threonine	90	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.156861515303563
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.061	3155	1.907	107.19	1.6398	Threonine	98	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.121320454925573
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.055	2906	1.907	22.09	1.5079	Threonine	108	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0328232145843787
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.059	3019	1.907	37.21	1.5676	Threonine	115	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.072984612811507
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.056	2911	1.907	55.6	1.511	Threonine	122	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.0346002676032782
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.055	2749	1.907	27.33	1.425	Threonine	130	210.03003986825	2813.64705882353	3517.05882352941	2110.23529411765	No	0.022976250209065
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.033	621	1.908	9.33	1.587	Homoserine	2	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.122010840684451
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.034	533	1.908	6	1.3574	Homoserine	12	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0369858645977256
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.036	598	1.908	43.71	1.5271	Homoserine	19	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0804548836220639
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.035	614	1.908	7.14	1.5694	Homoserine	26	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.109363375491551
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.036	550	1.908	12.71	1.4015	Homoserine	34	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.00627059198639605
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.033	513	1.908	8.2	1.3058	Homoserine	44	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.073121479434584
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.034	535	1.908	29.69	1.3629	Homoserine	51	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0333723031140398
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.033	517	1.908	10.88	1.3159	Homoserine	58	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0658943564672123
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.032	534	1.908	7.37	1.361	Homoserine	66	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0351790838558827
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.035	559	1.908	6.01	1.4267	Homoserine	76	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.00999043469019019
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.033	584	1.908	23.51	1.4912	Homoserine	83	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0551599532362631
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.037	599	1.908	14.02	1.5294	Homoserine	90	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0822616643639068
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.037	582	1.908	67.3	1.4861	Homoserine	98	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0515463917525773
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.034	483	1.908	21.82	1.2287	Homoserine	108	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.127324901689871
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.035	518	1.908	28.52	1.3181	Homoserine	115	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0640875757253694
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.036	539	1.908	26.36	1.3731	Homoserine	122	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0261451801466681
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.034	530	1.908	10.75	1.3505	Homoserine	130	39.6549455412859	553.470588235294	691.838235294118	415.102941176471	No	0.0424062068232544
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.036	3119	1.914	218.56	125.8107	Glycine	2	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0136540357534832
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.037	3145	1.914	75.19	126.9986	Glycine	12	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00543185073571809
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.037	3123	1.914	8	125.963	Glycine	19	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0123890842122886
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.036	3157	1.914	355.85	127.5442	Glycine	26	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00163699611213418
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.037	3257	1.914	149.45	132.1087	Glycine	34	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0299867924177317
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.037	3257	1.914	40.92	132.0888	Glycine	44	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0299867924177317
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.036	3119	1.914	995.89	125.7968	Glycine	51	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0136540357534832
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.038	3175	1.914	269.43	128.3714	Glycine	58	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00405528582324167
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.038	3134	1.914	479.84	126.4861	Glycine	66	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00891046747400333
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.039	3111	1.914	50.81	125.4122	Glycine	76	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0161839388358725
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.038	3159	1.914	107.1	127.6323	Glycine	83	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00100452034153687
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.038	3177	1.914	96.6	128.4363	Glycine	90	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.00468776159383899
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.039	3383	1.919	69.7	137.9074	Glycine	98	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0698327659653627
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.039	3077	1.919	281.84	123.8677	Glycine	108	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0269360269360269
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.039	3075	1.919	194.63	123.7902	Glycine	115	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0275685027066242
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.039	3164	1.914	148.5	127.8648	Glycine	122	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.000576669084956429
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.039	3125	1.919	363.02	126.0594	Glycine	130	75.9845669314809	3162.17647058824	3952.72058823529	2371.63235294118	No	0.0117566084416913
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.041	23488	2.004	71.47	0	Glutamine 13C5	2	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0140888193144725
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.04	24448	2.004	9333.46	0	Glutamine 13C5	12	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0262072779887507
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.041	23133	2.004	133.72	0	Glutamine 13C5	19	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0289899802963935
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.04	23799	2.004	675.6	0	Glutamine 13C5	26	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.00103456279228244
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.04	25529	2.004	1264.57	0	Glutamine 13C5	34	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0715823625562344
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.041	24490	2.004	315.03	0	Glutamine 13C5	44	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0279702322457668
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.04	23820	2.004	217.91	0	Glutamine 13C5	51	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.000153085663774437
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.04	23333	2.004	182.41	0	Glutamine 13C5	58	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0205949600248887
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.04	23420	2.004	1387.92	0	Glutamine 13C5	66	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0169431262067841
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.04	23502	2.004	1418.04	0	Glutamine 13C5	76	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0135011678954671
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.041	25097	2.004	293.35	0	Glutamine 13C5	83	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0534491187697839
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.041	23562	2.004	4265.39	0	Glutamine 13C5	90	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0109826618140157
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.042	23471	2.004	145.51	0	Glutamine 13C5	98	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0148023960375504
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.042	23834	2.004	455.33	0	Glutamine 13C5	108	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.000434565755230901
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.042	23236	2.004	270.71	0	Glutamine 13C5	115	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0246665448565685
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.042	23503	2.004	145.79	0	Glutamine 13C5	122	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0134591927941096
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.043	23337	2.004	733.75	0	Glutamine 13C5	130	677.255024084029	23823.6470588235	29779.5588235294	17867.7352941176	No	0.0204270596194586
QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0	0.04	1622	2.005	39.39	1.4972	Glutamine	2	105.801701309573	1606	2007.5	1204.5	No	0.0099626400996264
QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0	0.04	1564	2.005	9.39	1.4534	Glutamine	12	105.801701309573	1606	2007.5	1204.5	No	0.0261519302615193
QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0	0.04	1711	2.005	4.87	1.5638	Glutamine	19	105.801701309573	1606	2007.5	1204.5	No	0.0653798256537983
QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0	0.04	1464	2.005	23.5	1.3771	Glutamine	26	105.801701309573	1606	2007.5	1204.5	No	0.0884184308841843
QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0	0.042	1602	2.005	48.13	1.4817	Glutamine	34	105.801701309573	1606	2007.5	1204.5	No	0.0024906600249066
QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0	0.041	1440	2.005	11.86	1.3587	Glutamine	44	105.801701309573	1606	2007.5	1204.5	No	0.103362391033624
QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0	0.043	1648	2.005	1.95	1.5165	Glutamine	51	105.801701309573	1606	2007.5	1204.5	No	0.0261519302615193
QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0	0.041	1595	2.005	7.62	1.4767	Glutamine	58	105.801701309573	1606	2007.5	1204.5	No	0.00684931506849315
QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0	0.043	1722	2.005	30.57	1.5716	Glutamine	66	105.801701309573	1606	2007.5	1204.5	No	0.0722291407222914
QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0	0.04	1528	2.005	184.04	1.4257	Glutamine	76	105.801701309573	1606	2007.5	1204.5	No	0.0485678704856787
QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0	0.041	1528	2.005	7.59	1.426	Glutamine	83	105.801701309573	1606	2007.5	1204.5	No	0.0485678704856787
QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0	0.041	1779	2.005	35.25	1.6139	Glutamine	90	105.801701309573	1606	2007.5	1204.5	No	0.10772104607721
QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0	0.041	1508	2.005	19.3	1.4104	Glutamine	98	105.801701309573	1606	2007.5	1204.5	No	0.0610211706102117
QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0	0.042	1550	2.01	3.64	1.4426	Glutamine	108	105.801701309573	1606	2007.5	1204.5	No	0.0348692403486924
QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0	0.043	1816	2.01	10.89	1.6418	Glutamine	115	105.801701309573	1606	2007.5	1204.5	No	0.130759651307597
QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0	0.045	1657	2.01	24.26	1.5234	Glutamine	122	105.801701309573	1606	2007.5	1204.5	No	0.0317559153175592
QC_17.d	QC_17	11/8/23 0:47	Vial 1	Sample	0.2	0	0.046	1568	2.005	33.51	1.4562	Glutamine	130	105.801701309573	1606	2007.5	1204.5	No	0.0236612702366127
