Compound	Level	Data.File	Name	Acq..Date.Time	Pos.	Type	Vol.	FWHM	Area	RT	SN_ratio	Calculated_Concentration	Time	Concentration	LOD	SN_bi	Mean	Upper	Lower
Homoserine	0	QC_7.d	QC_7	11/7/23 19:28	Vial 1	Sample	0.2	0.034	535	1.908	29.69	1.3629	51	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A2.d	Blasche-S3_P3-A2	11/7/23 19:05	P3-A2	Sample	0.2	0.037	239	1.913	6.72	0.5982	45	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	6	std6_1.d	std6_1	11/7/23 16:17	P1-A3	Cal	1	0.036	1653	1.908	88.44	4.3136	4	4	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G4.d	Blasche-S3_P3-G4	11/7/23 21:44	P3-G4	Sample	0.2	0.033	233	1.908	16.84	0.583	85	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H6.d	Blasche-S3_P3-H6	11/7/23 21:48	P3-H6	Sample	0.2	0.035	227	1.908	3.49	0.5681	86	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	8	std8_9.d	std8_9	11/7/23 20:32	P1-A1	Cal	1	0.036	36728	1.908	963.13	102.4722	67	100	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0.035	559	1.908	6.01	1.4267	76	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G10.d	Blasche-S3_P3-G10	11/7/23 21:12	P3-G10	Sample	0.2	0.038	203	1.913	6.37	0.5057	77	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A11.d	Blasche-S3_P3-A11	11/8/23 0:11	P3-A11	Sample	0.2	0.035	235	1.908	4.59	0.5876	121	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F2.d	Blasche-S3_P3-F2	11/7/23 21:20	P3-F2	Sample	0.2	0.036	248	1.908	16.46	0.6204	79	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D2.d	Blasche-S3_P3-D2	11/7/23 21:24	P3-D2	Sample	0.2	0.037	301	1.913	15.23	0.7563	80	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E4.d	Blasche-S3_P3-E4	11/8/23 0:23	P3-E4	Sample	0.2	0.036	237	1.908	14.81	0.5934	124	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B5.d	Blasche-S3_P3-B5	11/7/23 19:20	P3-B5	Sample	0.2	0.034	265	1.908	23.18	0.6643	49	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A7.d	Blasche-S3_P3-A7	11/7/23 19:24	P3-A7	Sample	0.2	0.035	235	1.908	11.31	0.5879	50	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B2.d	Blasche-S3_P3-B2	11/7/23 22:23	P3-B2	Sample	0.2	0.036	294	1.908	11.87	0.7405	95	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H4.d	Blasche-S3_P3-H4	11/7/23 22:27	P3-H4	Sample	0.2	0.039	201	1.908	9.76	0.502	96	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	7	std7_5.d	std7_5	11/7/23 18:25	P1-A2	Cal	1	0.036	7980	1.908	139.94	21.5474	35	20	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	7	std7_13.d	std7_13	11/7/23 22:43	P1-A2	Cal	1	0.037	7519	1.908	93.24	20.275	99	20	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_4.d	QC_4	11/7/23 17:45	Vial 1	Sample	0.2	0.035	614	1.908	7.14	1.5694	26	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G1.d	Blasche-S3_P3-G1	11/7/23 17:49	P3-G1	Sample	0.2	0.031	198	1.908	8.61	0.495	27	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F8.d	Blasche-S3_P3-F8	11/8/23 0:07	P3-F8	Sample	0.2	0.035	208	1.913	7.35	0.5198	120	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H8.d	Blasche-S3_P3-H8	11/7/23 21:59	P3-H8	Sample	0.2	0.036	196	1.908	2.92	0.4899	89	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_16.d	QC_16	11/8/23 0:15	Vial 1	Sample	0.2	0.036	539	1.908	26.36	1.3731	122	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C2.d	Blasche-S3_P3-C2	11/8/23 0:19	P3-C2	Sample	0.2	0.037	263	1.913	16.08	0.661	123	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	4	std4_17.d	std4_17	11/8/23 0:58	P1-A5	Cal	1	0.047	83	1.918	4.13	0.2019	133	0.16	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G2.d	Blasche-S3_P3-G2	11/7/23 20:12	P3-G2	Sample	0.2	0.039	236	1.913	6.14	0.5913	62	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G6.d	Blasche-S3_P3-G6	11/7/23 20:16	P3-G6	Sample	0.2	0.036	206	1.908	4.57	0.515	63	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	5	std5_13.d	std5_13	11/7/23 22:47	P1-A4	Cal	1	0.033	286	1.913	12.28	0.7183	100	0.8	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	6	std6_9.d	std6_9	11/7/23 20:36	P1-A3	Cal	1	0.035	1811	1.908	19.37	4.7367	68	4	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B7.d	Blasche-S3_P3-B7	11/7/23 17:33	P3-B7	Sample	0.2	0.03	225	1.908	8.94	0.5623	23	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H12.d	Blasche-S3_P3-H12	11/7/23 17:37	P3-H12	Sample	0.2	0.036	246	1.908	11.5	0.6175	24	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H11.d	Blasche-S3_P3-H11	11/7/23 17:41	P3-H11	Sample	0.2	0.039	276	1.908	13.18	0.6931	25	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C10.d	Blasche-S3_P3-C10	11/7/23 21:52	P3-C10	Sample	0.2	0.036	273	1.908	14.24	0.6864	87	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B11.d	Blasche-S3_P3-B11	11/7/23 21:55	P3-B11	Sample	0.2	0.036	288	1.908	14.54	0.7244	88	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B6.d	Blasche-S3_P3-B6	11/7/23 23:15	P3-B6	Sample	0.2	0.035	225	1.908	6.69	0.5622	107	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G12.d	Blasche-S3_P3-G12	11/7/23 19:16	P3-G12	Sample	0.2	0.038	251	1.908	36.29	0.6287	48	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_12.d	QC_12	11/7/23 22:03	Vial 1	Sample	0.2	0.037	599	1.908	14.02	1.5294	90	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	8	std8_17.d	std8_17	11/8/23 0:51	P1-A1	Cal	1	0.037	34610	1.908	256.25	96.4397	131	100	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F5.d	Blasche-S3_P3-F5	11/7/23 23:23	P3-F5	Sample	0.2	0.037	250	1.913	2.58	0.6258	109	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D4.d	Blasche-S3_P3-D4	11/7/23 22:15	P3-D4	Sample	0.2	0.039	382	1.908	6	0.9675	93	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D8.d	Blasche-S3_P3-D8	11/7/23 22:19	P3-D8	Sample	0.2	0.037	318	1.913	17.04	0.8018	94	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E10.d	Blasche-S3_P3-E10	11/7/23 16:25	P3-E10	Sample	0.2	0.033	229	1.908	6.65	0.5734	6	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D1.d	Blasche-S3_P3-D1	11/7/23 20:44	P3-D1	Sample	0.2	0.035	327	1.908	8.07	0.8256	70	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F7.d	Blasche-S3_P3-F7	11/7/23 20:48	P3-F7	Sample	0.2	0.035	241	1.913	1.63	0.6046	71	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F3.d	Blasche-S3_P3-F3	11/7/23 20:52	P3-F3	Sample	0.2	0.038	244	1.908	11.02	0.6123	72	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H2.d	Blasche-S3_P3-H2	11/7/23 21:00	P3-H2	Sample	0.2	0.038	214	1.908	7.04	0.5336	74	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A8.d	Blasche-S3_P3-A8	11/7/23 21:04	P3-A8	Sample	0.2	0.036	302	1.908	1.67	0.7609	75	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C4.d	Blasche-S3_P3-C4	11/8/23 0:03	P3-C4	Sample	0.2	0.039	299	1.913	3.04	0.752	119	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D9.d	Blasche-S3_P3-D9	11/7/23 23:11	P3-D9	Sample	0.2	0.034	306	1.908	4.03	0.7711	106	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G9.d	Blasche-S3_P3-G9	11/7/23 20:04	P3-G9	Sample	0.2	0.042	231	1.913	12.64	0.5773	60	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B1.d	Blasche-S3_P3-B1	11/7/23 22:07	P3-B1	Sample	0.2	0.036	347	1.908	19.02	0.8756	91	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B9.d	Blasche-S3_P3-B9	11/7/23 20:00	P3-B9	Sample	0.2	0.035	217	1.908	12.74	0.5426	59	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F1.d	Blasche-S3_P3-F1	11/7/23 23:27	P3-F1	Sample	0.2	0.036	153	1.908	4.51	0.3803	110	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A1.d	Blasche-S3_P3-A1	11/7/23 23:31	P3-A1	Sample	0.2	0.034	300	1.908	6.15	0.7548	111	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A9.d	Blasche-S3_P3-A9	11/7/23 20:20	P3-A9	Sample	0.2	0.037	270	1.913	19.29	0.6789	64	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E12.d	Blasche-S3_P3-E12	11/7/23 16:30	P3-E12	Sample	0.2	0.035	222	1.908	10.8	0.5543	7	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_13.d	QC_13	11/7/23 22:35	Vial 1	Sample	0.2	0.037	582	1.908	67.3	1.4861	98	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B12.d	Blasche-S3_P3-B12	11/7/23 22:55	P3-B12	Sample	0.2	0.036	256	1.913	8.55	0.6431	102	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D11.d	Blasche-S3_P3-D11	11/7/23 20:56	P3-D11	Sample	0.2	0.036	260	1.908	11.74	0.6534	73	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B4.d	Blasche-S3_P3-B4	11/7/23 23:59	P3-B4	Sample	0.2	0.038	314	1.913	25.54	0.7907	118	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E9.d	Blasche-S3_P3-E9	11/7/23 23:07	P3-E9	Sample	0.2	0.04	282	1.913	4.23	0.7079	105	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A3.d	Blasche-S3_P3-A3	11/7/23 19:48	P3-A3	Sample	0.2	0.034	320	1.908	11.09	0.8065	56	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_8.d	QC_8	11/7/23 19:56	Vial 1	Sample	0.2	0.033	517	1.908	10.88	1.3159	58	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D12.d	Blasche-S3_P3-D12	11/7/23 20:08	P3-D12	Sample	0.2	0.041	317	1.913	18.25	0.7977	61	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_9.d	QC_9	11/7/23 20:28	Vial 1	Sample	0.2	0.032	534	1.908	7.37	1.361	66	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	3	std3_13.d	std3_13	11/7/23 22:51	P1-A6	Cal	1	0.03	30	1.897	2.17	0	101	0.032	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D6.d	Blasche-S3_P3-D6	11/7/23 22:11	P3-D6	Sample	0.2	0.034	281	1.913	13.98	0.7066	92	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	4	std4_1.d	std4_1	11/7/23 16:21	P1-A5	Cal	1	0.037	68	1.902	0.37	0.1659	5	0.16	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F6.d	Blasche-S3_P3-F6	11/7/23 23:03	P3-F6	Sample	0.2	0.038	260	1.908	21.3	0.6531	104	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C3.d	Blasche-S3_P3-C3	11/7/23 17:21	P3-C3	Sample	0.2	0.035	294	1.913	4.13	0.7408	20	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F11.d	Blasche-S3_P3-F11	11/7/23 17:25	P3-F11	Sample	0.2	0.044	308	1.913	16.19	0.7758	21	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-B3.d	Blasche-S3_P3-B3	11/7/23 22:59	P3-B3	Sample	0.2	0.041	358	1.908	10.9	0.9032	103	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_14.d	QC_14	11/7/23 23:19	Vial 1	Sample	0.2	0.034	483	1.908	21.82	1.2287	108	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A5.d	Blasche-S3_P3-A5	11/7/23 23:55	P3-A5	Sample	0.2	0.035	279	1.913	10.62	0.7001	117	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E7.d	Blasche-S3_P3-E7	11/7/23 16:38	P3-E7	Sample	0.2	0.038	214	1.913	2.73	0.5339	9	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E11.d	Blasche-S3_P3-E11	11/7/23 19:52	P3-E11	Sample	0.2	0.033	230	1.913	3.64	0.5765	57	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D10.d	Blasche-S3_P3-D10	11/7/23 17:01	P3-D10	Sample	0.2	0.034	233	1.908	9.38	0.5826	15	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_1.d	QC_1	11/7/23 16:10	Vial 1	Sample	0.2	0.033	621	1.908	9.33	1.587	2	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H10.d	Blasche-S3_P3-H10	11/7/23 16:53	P3-H10	Sample	0.2	0.038	212	1.913	5.01	0.5292	13	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	3	std3_5.d	std3_5	11/7/23 18:33	P1-A6	Cal	1	0.128	75	1.897	1.59	0.1824	37	0.032	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-D7.d	Blasche-S3_P3-D7	11/7/23 17:29	P3-D7	Sample	0.2	0.034	215	1.913	5.07	0.5367	22	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E1.d	Blasche-S3_P3-E1	11/7/23 23:51	P3-E1	Sample	0.2	0.036	293	1.908	2.87	0.7377	116	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C11.d	Blasche-S3_P3-C11	11/7/23 23:35	P3-C11	Sample	0.2	0.036	316	1.913	9.55	0.7951	112	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-E5.d	Blasche-S3_P3-E5	11/7/23 19:32	P3-E5	Sample	0.2	0.039	251	1.913	2.63	0.6303	52	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C6.d	Blasche-S3_P3-C6	11/7/23 16:42	P3-C6	Sample	0.2	0.034	203	1.908	9.58	0.5056	10	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_2.d	QC_2	11/7/23 16:49	Vial 1	Sample	0.2	0.034	533	1.908	6	1.3574	12	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G7.d	Blasche-S3_P3-G7	11/7/23 19:44	P3-G7	Sample	0.2	0.036	181	1.908	3.41	0.4518	55	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F12.d	Blasche-S3_P3-F12	11/7/23 17:09	P3-F12	Sample	0.2	0.036	227	1.908	4.91	0.5677	17	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-G5.d	Blasche-S3_P3-G5	11/7/23 16:57	P3-G5	Sample	0.2	0.033	156	1.913	3.3	0.3876	14	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C8.d	Blasche-S3_P3-C8	11/7/23 19:36	P3-C8	Sample	0.2	0.031	192	1.908	6.22	0.4773	53	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	4	std4_9.d	std4_9	11/7/23 20:40	P1-A5	Cal	1	0.058	72	1.897	1.2	0.176	69	0.16	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-H5.d	Blasche-S3_P3-H5	11/7/23 16:34	P3-H5	Sample	0.2	0.034	293	1.908	10.65	0.7357	8	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C12.d	Blasche-S3_P3-C12	11/7/23 23:39	P3-C12	Sample	0.2	0.041	279	1.908	20.14	0.7015	113	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C5.d	Blasche-S3_P3-C5	11/7/23 17:13	P3-C5	Sample	0.2	0.037	339	1.908	14.14	0.8562	18	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F9.d	Blasche-S3_P3-F9	11/7/23 19:40	P3-F9	Sample	0.2	0.034	184	1.908	3.77	0.4578	54	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-C1.d	Blasche-S3_P3-C1	11/7/23 17:05	P3-C1	Sample	0.2	0.039	382	1.908	10.51	0.9673	16	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-A4.d	Blasche-S3_P3-A4	11/7/23 16:45	P3-A4	Sample	0.2	0.036	272	1.908	2.59	0.6826	11	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_15.d	QC_15	11/7/23 23:47	Vial 1	Sample	0.2	0.035	518	1.908	28.52	1.3181	115	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	Blasche-S3_P3-F10.d	Blasche-S3_P3-F10	11/7/23 23:43	P3-F10	Sample	0.2	0.046	241	1.913	3.49	0.6024	114	1000	0.8	No	1.90777443609023	2.00316315789474	1.81238571428571
Homoserine	0	QC_3.d	QC_3	11/7/23 17:17	Vial 1	Sample	0.2	0.036	598	1.908	43.71	1.5271	19	1000	0.8	Yes	1.90777443609023	2.00316315789474	1.81238571428571
Isoleucine	0	Blasche-S3_P3-D2.d	Blasche-S3_P3-D2	11/7/23 21:24	P3-D2	Sample	0.2	0.058	322634	1.289	407.16	19.8915	80	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-F2.d	Blasche-S3_P3-F2	11/7/23 21:20	P3-F2	Sample	0.2	0.057	359809	1.289	340.04	23.1415	79	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-B11.d	Blasche-S3_P3-B11	11/7/23 21:55	P3-B11	Sample	0.2	0.055	333557	1.289	7079.85	20.8321	88	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	QC_11.d	QC_11	11/7/23 21:36	Vial 1	Sample	0.2	0.058	604139	1.289	12578.69	47.5019	83	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-F4.d	Blasche-S3_P3-F4	11/7/23 18:05	P3-F4	Sample	0.2	0.053	365695	1.289	5420.9	23.6684	31	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	QC_10.d	QC_10	11/7/23 21:08	Vial 1	Sample	0.2	0.058	592692	1.289	298.66	46.2575	76	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-B10.d	Blasche-S3_P3-B10	11/7/23 21:16	P3-B10	Sample	0.2	0.055	314573	1.289	251.95	19.2051	78	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-A8.d	Blasche-S3_P3-A8	11/7/23 21:04	P3-A8	Sample	0.2	0.054	343452	1.289	321.1	21.6945	75	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-D3.d	Blasche-S3_P3-D3	11/7/23 21:40	P3-D3	Sample	0.2	0.059	328506	1.289	257.48	20.3957	84	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-C9.d	Blasche-S3_P3-C9	11/7/23 21:32	P3-C9	Sample	0.2	0.058	339825	1.289	324.71	21.3773	82	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	QC_5.d	QC_5	11/7/23 18:17	Vial 1	Sample	0.2	0.055	592485	1.289	4284.29	46.2351	34	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-B8.d	Blasche-S3_P3-B8	11/7/23 21:28	P3-B8	Sample	0.2	0.055	320247	1.289	7232.63	19.6876	81	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-H2.d	Blasche-S3_P3-H2	11/7/23 21:00	P3-H2	Sample	0.2	0.056	312655	1.289	270.67	19.0428	74	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-F7.d	Blasche-S3_P3-F7	11/7/23 20:48	P3-F7	Sample	0.2	0.056	358785	1.289	7412.64	23.0501	71	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-F3.d	Blasche-S3_P3-F3	11/7/23 20:52	P3-F3	Sample	0.2	0.057	354363	1.289	218.59	22.6569	72	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-G10.d	Blasche-S3_P3-G10	11/7/23 21:12	P3-G10	Sample	0.2	0.057	312116	1.289	1115.52	18.9974	77	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	QC_6.d	QC_6	11/7/23 19:01	Vial 1	Sample	0.2	0.055	589989	1.289	298.94	45.9651	44	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-G8.d	Blasche-S3_P3-G8	11/7/23 18:01	P3-G8	Sample	0.2	0.053	275089	1.289	266.85	15.9436	30	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-H1.d	Blasche-S3_P3-H1	11/7/23 18:09	P3-H1	Sample	0.2	0.053	317920	1.289	297.02	19.4893	32	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-D11.d	Blasche-S3_P3-D11	11/7/23 20:56	P3-D11	Sample	0.2	0.057	323171	1.289	3096.79	19.9374	73	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-A10.d	Blasche-S3_P3-A10	11/7/23 18:37	P3-A10	Sample	0.2	0.053	338960	1.289	341.93	21.3018	38	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	5	std5_5.d	std5_5	11/7/23 18:29	P1-A4	Cal	1	0.046	13349	1.274	50.53	0.2394	36	0.8	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
Isoleucine	0	Blasche-S3_P3-G4.d	Blasche-S3_P3-G4	11/7/23 21:44	P3-G4	Sample	0.2	0.058	333777	1.289	5332.56	20.8511	85	1000	0.16	Yes	1.28713533834586	1.35149210526316	1.22277857142857
